12:01:00.00
12:02:00.00 138.106800
12:03:00.00 138.106800
12:04:00.00 138.106800
12:05:00.00 138.106800
12:06:00.00 138.106800
12:07:00.00 138.106800
12:08:00.00 138.106800
12:09:00.00 138.106800
12:10:00.00 138.106800
12:11:00.00 138.106800
12:12:00.00 138.106800
12:13:00.00 138.106800
12:14:00.00 138.106800
12:15:00.00 138.106800
12:16:00.00 138.106800
12:17:00.00 138.106800
12:18:00.00 138.106800
12:19:00.00 138.106800
12:20:00.00 138.106800
12:21:00.00 138.106800
12:22:00.00 138.106800
12:23:00.00 138.106800
12:24:00.00 138.106800
12:25:00.00 138.106800
12:26:00.00 138.106800
12:27:00.00 138.106800
12:28:00.00 138.106800
12:29:00.00 138.106800
12:30:00.00 138.106800
12:31:00.00 138.106800
12:32:00.00 138.106800
12:33:00.00 138.106800
12:34:00.00 138.106800
12:35:00.00 138.106800
12:36:00.00 138.106800
12:37:00.00 138.106800
12:38:00.00 138.106800
12:39:00.00 138.106800
12:40:00.00 138.106800
12:41:00.00 138.106800
12:42:00.00 138.106800
12:43:00.00 138.106800
12:44:00.00 138.106800
12:45:00.00 138.106800
12:46:00.00 0.00000000
12:47:00.00 0.00000000
