05:15:00.00
05:16:00.00 15.2400000
05:17:00.00 15.2400000
05:18:00.00 0.00000000
05:19:00.00 0.00000000
05:20:00.00 15.2400000
05:21:00.00 0.00000000
05:22:00.00 0.00000000
05:23:00.00 15.2400000
05:24:00.00 15.2400000
05:25:00.00 0.00000000
05:26:00.00 0.00000000
05:27:00.00 0.00000000
05:28:00.00 15.2400000
05:29:00.00 0.00000000
05:30:00.00 15.2400000
05:31:00.00 0.00000000
05:32:00.00 0.00000000
05:33:00.00 15.2400000
05:34:00.00 0.00000000
05:35:00.00 15.2400000
05:36:00.00 0.00000000
05:37:00.00 0.00000000
05:38:00.00 15.2400000
05:39:00.00 30.4800000
05:40:00.00 15.2400000
05:41:00.00 15.2400000
05:42:00.00 15.2400000
05:43:00.00 15.2400000
05:44:00.00 15.2400000
05:45:00.00 0.00000000
05:46:00.00 15.2400000
05:47:00.00 15.2400000
05:48:00.00 0.00000000
05:49:00.00 0.00000000
05:50:00.00 15.2400000
05:51:00.00 0.00000000
05:52:00.00 0.00000000
05:53:00.00 15.2400000
05:54:00.00 0.00000000
05:55:00.00 0.00000000
05:56:00.00 0.00000000
05:57:00.00 15.2400000
05:58:00.00 0.00000000
05:59:00.00 0.00000000
06:00:00.00 0.00000000
06:01:00.00 15.2400000
 
