 "Temperature of Station 49(rday, Tmean, Tmax, Tmin)"
 288   7.023  16.430  -2.385
 289   7.596  18.550  -3.357
 290  11.958  19.660   4.257
 291   6.872  12.340   1.404
 292   2.977   7.940  -1.985
 293   4.452  10.450  -1.546
 294  11.070  17.780   4.360
 295   8.889  14.120   3.657
 296  10.573  16.990   4.156
 297  10.300  17.210   3.390
 298   5.188  10.470  -0.095
 299   4.866  11.820  -2.087
 300   3.453  11.850  -4.944
 301   3.973  12.000  -4.055
 302   1.724   7.210  -3.762
 303   4.129  10.180  -1.922
 304   1.239   8.020  -5.542
 305  -0.680   7.020  -8.380
 306  -7.931  -3.552 -12.310
 307  -9.155  -1.930 -16.380
 308  -7.529   1.802 -16.860
 309  -0.930   8.050  -9.910
 310  -1.395   8.210 -11.000
 311  -2.498   6.163 -11.160
 312  -0.770   7.670  -9.210
 313   1.845  11.050  -7.360
 314   1.895  11.150  -7.360
 315   4.066  12.670  -4.539
 316  -1.382   4.906  -7.670
 317  -5.676   3.347 -14.700
 318   0.725   6.924  -5.473
 319   0.810  10.050  -8.430
 320   1.745  11.220  -7.730
 321   2.430  12.190  -7.330
 322   3.267  13.460  -6.926
 323   7.559  18.170  -3.053
 324   7.499  15.330  -0.331
 325   7.598  17.110  -1.915
 326   1.460   7.530  -4.610
 327   1.425  12.370  -9.520
 328   3.905  14.060  -6.250
 329   2.263   8.860  -4.334
 330   0.105   8.820  -8.610
 331   0.405   9.450  -8.640
 332   0.180   9.440  -9.080
 333   2.050  11.960  -7.860
 334   4.190  15.440  -7.060
 335   5.379  15.500  -4.742
 336   6.056  16.010  -3.897
 337   4.130  10.180  -1.920
 338  -9.141  -1.852 -16.430
 339 -16.130 -10.000 -22.260
 340 -18.155  -9.690 -26.620
 341  -8.457   1.667 -18.580
 342  -1.195   8.240 -10.630
 343   0.260   6.433  -5.912
 344   0.460   9.420  -8.500
 345   3.702  13.900  -6.496
 346  -6.284   1.903 -14.470
 347  -4.652   4.756 -14.060
 348  -1.450   9.580 -12.480
 349   2.510  13.900  -8.880
 350   6.803  18.980  -5.374
 351  10.524  20.650   0.398
 352   9.914  20.780  -0.952
 353  10.316  22.920  -2.289
 354  11.919  19.410   4.428
 355   9.793  20.200  -0.614
 356  12.608  20.690   4.526
 357   8.121  13.630   2.611
 358   2.265  11.860  -7.330
 359   5.499  17.110  -6.113
 360   6.724  16.670  -3.223
 361   5.735  12.620  -1.149
 362   7.931  19.050  -3.188
 363  10.792  20.230   1.355
 364   4.091  11.440  -3.257
 365   4.174  14.930  -6.582
 366   6.715  19.140  -5.710
 367  10.695  23.880  -2.489
 368  13.373  22.690   4.055
 369   8.269  16.610  -0.073
 370   4.795  14.360  -4.769
 371  10.489  16.510   4.467
 372  12.960  19.540   6.379
 373   6.061  12.230  -0.108
 374   5.457  17.300  -6.386
 375  10.408  21.750  -0.933
 376  14.237  25.390   3.084
 377  15.245  24.410   6.079
 378  12.149  21.620   2.679
 379  10.611  22.430  -1.209
 380  12.455  22.540   2.369
 381  13.107  25.850   0.364
 382  15.056  26.020   4.092
 383  15.273  25.020   5.526
 384  17.100  25.790   8.410
 385  13.234  23.320   3.149
 386  15.530  23.460   7.600
 387   8.448  15.630   1.267
 388   6.488  18.800  -5.823
 389  12.520  22.430   2.610
 390  11.653  22.490   0.815
 391  11.786  20.780   2.791
 392  11.821  22.550   1.093
 393  13.509  24.550   2.469
 394  13.090  19.810   6.371
 395  12.061  22.260   1.861
 396  14.383  25.480   3.286
 397  17.226  28.350   6.101
 398  17.570  30.640   4.500
 399  16.738  26.590   6.886
 400   6.997  16.100  -2.106
 401  12.775  25.320   0.230
 402  17.735  24.630  10.840
 403  15.185  22.990   7.380
 404  16.545  22.560  10.530
 405  12.468  21.150   3.786
 406   7.081  13.630   0.532
 407   8.460  20.450  -3.530
 408  14.834  24.910   4.758
 409  15.816  25.180   6.451
 410  11.048  19.320   2.776
 411  10.777  21.280   0.274
 412  14.500  25.010   3.989
 413  16.993  28.750   5.235
 414  20.555  29.880  11.230
 415  19.405  27.240  11.570
 416  18.925  28.310   9.540
 417  20.215  28.940  11.490
 418  17.436  28.110   6.762
 419  17.285  24.240  10.330
 420  17.825  23.320  12.330
 421  14.993  23.420   6.567
 422  13.359  21.020   5.698
 423   9.192  19.210  -0.825
 424  11.936  25.350  -1.479
 425  18.770  29.490   8.050
 426  13.403  21.820   4.986
 427   5.862  11.300   0.423
 428   5.432  14.290  -3.425
 429  10.358  21.620  -0.905
 430  17.730  26.850   8.610
 431  16.605  27.910   5.300
 432  19.750  30.740   8.760
 433  19.930  31.420   8.440
 434  20.155  30.780   9.530
 435  19.335  27.470  11.200
 436  15.889  25.150   6.627
 437  11.921  20.320   3.522
 438  15.412  25.690   5.134
 439  17.163  27.810   6.515
 440  20.270  27.840  12.700
 441  18.700  28.100   9.300
 442  18.795  29.050   8.540
 443  16.690  25.250   8.130
 444  15.508  25.060   5.956
 445  12.843  19.790   5.895
 446  12.715  22.920   2.510
 447  17.220  26.090   8.350
 448  19.155  29.500   8.810
 449  19.635  28.780  10.490
 450  17.965  24.590  11.340
 451  17.308  27.920   6.696
 452  21.565  33.950   9.180
 453  24.780  34.940  14.620
 454  23.785  35.530  12.040
 455  23.260  33.230  13.290
 456  19.100  28.960   9.240
 457  17.837  30.270   5.403
 458  25.745  33.050  18.440
 459  27.435  33.850  21.020
 460  24.590  33.350  15.830
 461  25.960  34.550  17.370
 462  26.750  34.930  18.570
 463  26.845  34.480  19.210
 464  23.490  35.370  11.610
 465  23.360  34.660  12.060
 466  22.515  32.630  12.400
 467  22.260  33.090  11.430
 468  22.285  33.200  11.370
 469  23.540  34.880  12.200
 470  23.560  35.230  11.890
 471  24.195  33.670  14.720
 472  24.110  35.320  12.900
 473  26.085  36.260  15.910
 474  25.175  35.660  14.690
 475  24.830  35.460  14.200
 476  25.900  35.530  16.270
 477  20.430  30.880   9.980
 478  21.610  32.000  11.220
 479  24.510  35.420  13.600
 480  27.885  37.970  17.800
 481  27.785  38.500  17.070
 482  27.815  38.360  17.270
 483  27.800  38.360  17.240
 484  28.845  38.360  19.330
 485  28.560  37.520  19.600
 486  28.430  37.020  19.840
 487  27.640  36.520  18.760
 488  26.280  36.750  15.810
 489  29.015  36.750  21.280
 490  27.845  35.880  19.810
 491  26.150  36.090  16.210
 492  26.815  35.130  18.500
 493  27.670  36.450  18.890
 494  28.325  37.260  19.390
 495  28.215  37.250  19.180
 496  27.945  37.730  18.160
 497  26.945  37.020  16.870
 498  24.670  34.120  15.220
 499  23.675  33.180  14.170
 500  24.895  33.340  16.450
 501  26.490  33.840  19.140
 502  26.810  35.840  17.780
 503  29.690  37.560  21.820
 504  26.980  32.980  20.980
 505  28.460  36.510  20.410
 506  29.020  37.130  20.910
 507  27.145  36.710  17.580
 508  28.365  36.850  19.880
 509  28.225  35.500  20.950
 510  28.975  36.770  21.180
 511  26.150  34.290  18.010
 512  25.295  34.750  15.840
 513  26.465  35.090  17.840
 514  24.475  34.210  14.740
 515  27.140  35.900  18.380
 516  26.790  33.770  19.810
 517  25.235  32.120  18.350
 518  26.085  33.700  18.470
 519  24.675  32.980  16.370
 520  26.005  34.650  17.360
 521  26.585  34.390  18.780
 522  25.835  33.760  17.910
 523  26.920  34.520  19.320
 524  26.095  35.050  17.140
 525  27.690  36.680  18.700
 526  27.235  36.780  17.690
 527  27.140  37.490  16.790
 528  27.380  36.520  18.240
 529  27.640  34.230  21.050
 530  27.180  35.080  19.280
 531  26.710  35.170  18.250
 532  24.480  32.600  16.360
 533  26.335  33.300  19.370
 534  27.080  34.890  19.270
 535  26.510  34.290  18.730
 536  25.565  34.190  16.940
 537  25.375  32.770  17.980
 538  25.140  32.840  17.440
 539  25.265  32.550  17.980
 540  24.980  33.890  16.070
 541  26.550  35.890  17.210
 542  27.095  35.430  18.760
 543  25.975  35.400  16.550
 544  26.505  36.480  16.530
 545  28.950  36.720  21.180
 546  29.005  36.560  21.450
 547  27.930  36.290  19.570
 548  27.295  36.780  17.810
 549  28.065  37.290  18.840
